Symbol,UnderlyingPrice,OptionSymbol,Type,Expiration,DataDate,DaysLeft,Strike,Volume,OpenInterest,IV,Delta,Gamma,Theta,Vega,PurchasePrice,ExpirationPrice,Profit,calliv,putiv,meaniv,callvol,putvol,calloi,putoi
F,11.41,F180316C00003000,call,2018-03-16 00:00:00,2017-06-01 00:00:00,288,3.0,0,0,1.371,0.9561,0.6683,-0.2254,0.9411,8.85,8.05,-0.73,0.2104,0.2364,0.2234,119041,84448,1239449,1241535
F,11.41,F180316P00003000,put,2018-03-16 00:00:00,2017-06-01 00:00:00,288,3.0,0,0,0.7019,-0.007,0.2738,-0.024,0.1974,0.02,0.0,-0.02,0.2104,0.2364,0.2234,119041,84448,1239449,1241535
F,11.41,F180316C00005000,call,2018-03-16 00:00:00,2017-06-01 00:00:00,288,5.0,0,3,0.634,0.96,1.3424,-0.0992,0.8743,6.1,6.1,0.02,0.2104,0.2364,0.2234,119041,84448,1239449,1241535
F,11.41,F180316P00005000,put,2018-03-16 00:00:00,2017-06-01 00:00:00,288,5.0,0,0,0.4997,-0.0185,0.896,-0.0397,0.4599,0.04,0.01,-0.03,0.2104,0.2364,0.2234,119041,84448,1239449,1241535
F,11.41,F180316C00008000,call,2018-03-16 00:00:00,2017-06-01 00:00:00,288,8.0,5,5,0.3447,0.9065,4.7838,-0.106,1.6936,3.45,3.35,-0.1,0.2104,0.2364,0.2234,119041,84448,1239449,1241535
F,11.41,F180316P00008000,put,2018-03-16 00:00:00,2017-06-01 00:00:00,288,8.0,1015,128,0.348,-0.0952,4.7987,-0.1028,1.7154,0.16,0.19,0.03,0.2104,0.2364,0.2234,119041,84448,1239449,1241535
F,11.41,F180316C00010000,call,2018-03-16 00:00:00,2017-06-01 00:00:00,288,10.0,12,170,0.2607,0.7561,11.8669,-0.1485,3.1783,1.8,1.45,-0.35,0.2104,0.2364,0.2234,119041,84448,1239449,1241535
F,11.41,F180316P00010000,put,2018-03-16 00:00:00,2017-06-01 00:00:00,288,10.0,1033,1955,0.2976,-0.2616,10.7855,-0.168,3.2976,0.48,0.6,0.12,0.2104,0.2364,0.2234,119041,84448,1239449,1241535
F,11.41,F180316C00012000,call,2018-03-16 00:00:00,2017-06-01 00:00:00,288,12.0,385,4424,0.2138,0.4364,18.175,-0.1512,3.9919,0.6,0.47,-0.13,0.2104,0.2364,0.2234,119041,84448,1239449,1241535
F,11.41,F180316P00012000,put,2018-03-16 00:00:00,2017-06-01 00:00:00,288,12.0,20,65,0.2943,-0.5218,13.3547,-0.2012,4.0373,1.4,1.63,0.23,0.2104,0.2364,0.2234,119041,84448,1239449,1241535
F,11.41,F170623P00006500,put,2017-06-23 00:00:00,2017-06-01 00:00:00,22,6.5,0,0,1.1429,-0.0159,1.2449,-0.2899,0.1116,0.02,0.0,-0.02,0.2104,0.2364,0.2234,119041,84448,1239449,1241535
F,11.41,F170721C00004000,call,2017-07-21 00:00:00,2017-06-01 00:00:00,50,4.0,0,98,2.0576,0.9606,0.9797,-0.7421,0.3595,7.2,7.2,0.0,0.2104,0.2364,0.2234,119041,84448,1239449,1241535
F,11.41,F170623P00010500,put,2017-06-23 00:00:00,2017-06-01 00:00:00,22,10.5,13,977,0.2777,-0.1046,23.3204,-0.3199,0.5081,0.03,0.04,0.01,0.2104,0.2364,0.2234,119041,84448,1239449,1241535
F,11.41,F170623P00011000,put,2017-06-23 00:00:00,2017-06-01 00:00:00,22,11.0,81,441,0.2208,-0.2404,50.3154,-0.4354,0.8714,0.06,0.14,0.08,0.2104,0.2364,0.2234,119041,84448,1239449,1241535
F,11.41,F170623P00018000,put,2017-06-23 00:00:00,2017-06-01 00:00:00,22,18.0,0,0,1.405,-0.8747,5.2395,-1.8329,0.5775,6.8,6.8,0.08,0.2104,0.2364,0.2234,119041,84448,1239449,1241535
F,11.41,F170623C00018000,call,2017-06-23 00:00:00,2017-06-01 00:00:00,22,18.0,0,0,1.1753,0.0756,4.326,-1.0662,0.3989,0.1,0.0,-0.1,0.2104,0.2364,0.2234,119041,84448,1239449,1241535
F,11.41,F170623P00017500,put,2017-06-23 00:00:00,2017-06-01 00:00:00,22,17.5,0,0,1.1509,-0.915,4.8277,-1.129,0.4359,6.2,6.3,0.18,0.2104,0.2364,0.2234,119041,84448,1239449,1241535
F,11.41,F170623C00017500,call,2017-06-23 00:00:00,2017-06-01 00:00:00,22,17.5,0,0,1.1448,0.0836,4.7949,-1.1212,0.4306,0.11,0.0,-0.11,0.2104,0.2364,0.2234,119041,84448,1239449,1241535
F,11.41,F170623P00017000,put,2017-06-23 00:00:00,2017-06-01 00:00:00,22,17.0,0,0,1.1948,-0.8873,5.717,-1.4445,0.5358,5.75,5.75,0.13,0.2104,0.2364,0.2234,119041,84448,1239449,1241535
F,11.41,F170623C00017000,call,2017-06-23 00:00:00,2017-06-01 00:00:00,22,17.0,0,0,1.1093,0.0922,5.3196,-1.1681,0.4629,0.12,0.0,-0.12,0.2104,0.2364,0.2234,119041,84448,1239449,1241535
